Person.ID.0,Country.of.Birth.0,Home.Language.0,Year.of.Birth.0,Dept.No..0,With.PHD.0,Faculty.No..0
487812,Western Europe,Other,1965,2163,True,19
487992,Asia Pacific,,1950,2923,False,25
488307,,,1900,2893,False,25
488527,South Africa,,1980,803,False,7
488677,Australia,,1985,163,False,82
488762,North America,Other,1970,2538,True,25
488847,,,1970,,False,
488852,,,1980,,False,
488857,Great Britain,,1965,1038,False,1
488862,Australia,English,1975,1258,False,34
488942,Asia Pacific,,1975,2558,False,25
489582,Great Britain,,1975,3048,True,31
489907,,,1960,2298,False,46
490032,Australia,,1975,803,False,7
490262,Western Europe,,1965,2563,False,25
491012,,,1980,,False,
491027,,,1900,,False,
491302,Australia,,1955,1098,True,1
491307,Australia,,1955,1098,False,1
491312,Australia,,1960,2563,True,25
491322,Australia,,1955,1098,False,1
491327,Australia,,1965,1098,True,1
491432,Australia,,1980,2653,False,25
491582,Asia Pacific,,1975,1528,False,13
491602,Middle East and Africa,,1965,2153,True,19
491697,,,1965,,False,
491842,,,1950,,False,
492057,Asia Pacific,Other,1965,3048,True,31
492157,Asia Pacific,,1970,4323,False,25
492162,,,1955,,False,
492432,,,1960,,False,
492452,,,1980,,False,
492632,North America,,1970,1578,True,13
492967,,,1975,,False,
492977,Asia Pacific,,1975,2498,False,25
493292,,,1975,2558,False,25
493297,Australia,,1965,3098,True,31
493302,Australia,,1975,2558,True,25
493317,North America,,1970,3048,True,31
493407,,,1965,,False,
493537,Asia Pacific,,1980,2668,True,25
493657,,,1960,2653,False,25
493697,Asia Pacific,,1960,2178,True,19
493767,Australia,,1965,2538,True,25
493917,,,1970,2713,True,25
494072,,,1975,,False,
494247,,,1975,,False,
494597,,,1960,,False,
494752,,,1980,2163,False,19
494852,Australia,,1965,2548,True,25
495142,Eastern Europe,,1975,2053,False,19
495207,Great Britain,,1975,803,False,7
495212,Australia,,1965,2053,False,19
495257,,,1970,2883,False,25
495452,Australia,,1975,2763,True,25
495842,Australia,,1965,2668,True,25
495867,Australia,,1970,2523,True,25
495877,,,1970,,False,
496437,Australia,,1950,528,False,7
496907,,,1965,2853,False,25
497242,Australia,,1985,2678,False,25
497302,Australia,,1965,1428,True,34
497367,,,1975,,False,
497457,Asia Pacific,,1975,2728,True,25
497677,Australia,English,1980,2788,True,25
497802,,,1955,2538,False,25
497807,,,1965,,False,
497897,,,1965,2578,False,25
497907,Australia,,1970,2578,True,25
498242,,,1970,,False,
498317,,,1985,2628,True,25
498357,,,1970,,False,
498427,Great Britain,,1970,2668,True,25
498647,,,1970,,False,
498922,,,1965,,False,
498962,,English,1970,2178,True,19
499392,,,1980,,False,
499542,,,1980,2053,False,19
499572,,,1960,,False,
499667,Western Europe,,1975,1663,True,13
500007,Asia Pacific,,1975,1623,True,13
500012,Australia,,1975,1578,True,13
500027,,English,1975,1528,False,13
500137,North America,,1975,3198,False,31
500142,Australia,,1975,3268,True,31
500157,Australia,English,1970,3258,True,31
500167,Australia,,1955,2298,True,46
500177,Australia,,1980,1098,True,1
500182,,,1970,3198,False,31
500192,,,1975,2523,False,25
500197,Asia Pacific,Other,1970,2163,False,19
500202,,Other,1965,,False,
500247,Asia Pacific,Other,1970,2878,False,25
500252,,Other,1965,1528,False,13
500257,,,1970,2563,True,25
500267,,,1955,2568,False,25
500272,,,1970,1623,False,13
500307,,,1960,3508,False,4
500332,Asia Pacific,,1970,3508,True,4
500367,Western Europe,,1965,1258,True,34
500382,,,1970,3658,True,22
500387,,,1965,,False,
500392,,,1975,2578,True,25
500412,Asia Pacific,Other,1970,3258,False,31
500417,Australia,,1970,3028,True,31
500442,Australia,,1955,3658,True,22
500447,Western Europe,,1955,1678,False,13
500457,,,1950,2518,False,25
500462,,,1975,,False,
500467,,,1975,,False,
500472,Western Europe,,1970,1623,True,13
510252,Australia,,1970,528,False,7
529197,Australia,,1980,2533,False,25
573352,,Other,1965,1038,False,1
574367,Great Britain,,1960,2568,True,25
575052,,,1965,3943,True,31
575977,Australia,,1960,3048,True,31
578662,Australia,,1980,2768,True,25
581032,Australia,,1970,998,False,1
582352,,,1970,1098,False,1
584022,Australia,,1955,998,True,1
585767,Australia,,1975,3028,True,31
585877,Western Europe,,1975,1038,True,1
585892,,,1975,2628,True,25
586442,Western Europe,Other,1970,593,True,7
586967,Eastern Europe,English,1970,653,False,7
588387,,,1970,1098,True,1
588487,Asia Pacific,,1965,653,False,7
588877,,,1970,,False,
589517,,,1950,,False,
589572,,,1975,2678,False,25
592577,,,1975,2558,False,25
592662,,,1970,2813,False,25
592977,,,1970,,False,
593217,Australia,,1970,3658,True,22
593492,,,1970,2538,True,25
594827,Great Britain,,1975,2653,False,25
594857,New Zealand,,1975,2603,True,25
595507,,,1975,2768,False,25
595547,,,1965,2768,False,25
595642,,,1975,2603,False,25
595677,South Africa,,1960,803,True,7
595792,,,1975,3198,False,31
597367,,,1980,,False,
597827,Australia,,1965,3098,True,31
599267,Australia,,1970,1578,True,13
599277,Western Europe,,1975,1578,True,13
602087,Australia,,1975,3258,False,31
602687,,,1950,4418,False,25
604692,,,1975,2178,False,19
605207,Great Britain,,1940,2298,False,46
605792,,,1980,653,False,7
606322,,,1975,,False,
606707,,,1980,2653,False,25
607067,Asia Pacific,,1980,2893,True,25
607102,Asia Pacific,,1975,3048,False,31
608447,,,1965,2178,False,19
610622,,,1975,2668,True,25
610882,,,1975,2973,False,25
612292,,,1950,3258,False,31
612312,,,1980,,False,
613297,Australia,,1975,3123,True,31
613502,,,1955,653,False,7
614142,,,1980,2578,False,25
615302,,,1950,,False,
615307,Australia,,1950,2768,False,25
615312,Australia,,1975,2533,True,25
620592,Asia Pacific,,1980,2163,True,19
620807,North America,,1965,653,True,7
621897,,,1950,,False,
621987,,,1980,2538,False,25
622587,Australia,,1980,2533,False,25
623052,,,1980,2578,False,25
624727,,,1975,2828,False,25
624732,,,1975,,False,
624752,,,1970,,False,
625312,,,1975,,False,
625537,,,1950,2523,True,25
626187,Western Europe,,1980,1678,True,13
626397,,,1980,2668,False,25
631447,,,1970,2838,False,25
633387,,,1960,,False,
633697,,,1975,,False,
633777,,,1980,3198,False,31
636082,,,1970,2948,False,25
636257,,,1980,2678,False,25
636347,,,1975,3028,False,31
636677,Australia,,1980,2768,True,25
636757,Australia,,1975,2578,True,25
636867,Australia,,1950,3268,True,31
636917,,,1960,,False,
636972,,,1960,,False,
637272,,,1960,,False,
637532,,,1975,3268,False,31
638122,,,1970,4193,False,58
639457,,,1975,3048,False,31
639557,North America,,1960,803,True,7
640757,,,1950,,False,
641012,,,1975,2853,False,25
641022,Australia,,1975,2763,True,25
641707,,,1980,3658,False,22
642632,,,1975,,False,
643862,Australia,,1980,1258,True,34
644562,Great Britain,,1980,3048,False,31
646977,Great Britain,,1980,2563,False,25
649042,Australia,,1975,2523,True,25
650672,,,1955,3098,False,31
651607,Australia,,1980,2653,True,25
651722,,,1970,,False,
651957,,,1970,3073,False,31
652257,Australia,,1975,2713,True,25
652292,,,1970,,False,
653802,,,1980,,False,
655457,Australia,,1970,2628,True,25
655622,Asia Pacific,,1975,1038,True,1
656157,Eastern Europe,Other,1945,1258,True,34
656542,,,1970,,False,
656912,,,1955,,False,
657727,,,1955,3268,False,31
657802,,,1975,4323,True,25
658177,,,1980,,False,
659387,North America,,1950,2548,True,25
659392,,,1965,3028,False,31
659757,Australia,,1960,2668,True,25
662597,Great Britain,,1970,1578,True,13
663197,,,1955,2813,False,25
663347,North America,,1955,2253,True,19
663742,Western Europe,,1975,2763,True,25
664052,,,1970,3198,False,31
664057,Western Europe,,1975,2628,True,25
665642,Western Europe,,1960,1258,True,34
667512,,,1975,2053,False,19
668387,Western Europe,Other,1975,3073,False,31
669942,Australia,,1975,1678,False,13
670332,,,1980,,False,
671847,,,1945,,False,
672142,,,1965,2763,False,25
675142,,,1965,,False,
675742,,,1970,2558,False,25
679242,,,1975,2053,False,19
679342,,,1975,,False,
680542,,,1960,,False,
680642,,,1980,,False,
681742,Asia Pacific,Other,1970,2153,True,19
682242,,,1955,,False,
682342,,,1960,2103,False,19
682967,,,1960,,False,
683352,,,1960,,False,
683547,,,1945,1038,False,1
683982,Asia Pacific,,1965,2923,True,25
684937,,,1980,,False,
685327,,,1970,,False,
685762,South Africa,,1970,3508,True,4
686272,,,1975,2163,False,19
686402,,,1975,,False,
686852,,,1970,,False,
687442,Australia,,1975,1258,True,34
687747,Australia,,1955,3658,True,22
688372,,,1975,3098,False,31
688972,Australia,,1980,2053,True,19
689337,,,1975,2553,False,25
690307,Great Britain,,1980,2053,True,19
691177,Australia,,1970,2523,True,25
692407,,,1960,2568,False,25
693892,The Americas,,1945,803,True,7
694317,,,1980,,False,
694747,,,1960,2538,True,25
696062,,,1980,2763,False,25
696127,,,1975,,False,
696492,,,1975,2653,False,25
697707,Western Europe,,1970,593,True,7
697842,,,1975,2828,False,25
698007,,,1940,2523,True,25
698627,,,1955,,False,
699007,,,1980,,False,
699612,,,1965,2653,False,25
700027,Great Britain,,1970,998,True,1
700037,Asia Pacific,,1975,1578,True,13
700267,,,1970,2628,False,25
701397,Middle East and Africa,,1975,2853,False,25
701802,Australia,,1975,3268,True,31
703057,Australia,,1965,,True,
703262,Asia Pacific,,1965,1528,False,13
704062,Australia,,1945,828,True,7
705382,Australia,,1975,3268,True,31
705672,,,1975,2103,True,19
708427,,,1985,2578,True,25
708537,,,1965,,False,
709877,,Other,1965,,False,
710372,,,1975,2558,False,25
711192,,,1970,,False,
711207,,,1970,,False,
712012,Middle East and Africa,,1955,803,True,7
712437,Asia Pacific,,1965,2103,True,19
713112,,,1975,2578,False,25
713202,,,1970,,False,
713237,Great Britain,,1980,2523,True,25
713417,,,1955,,False,
714027,,,1975,,False,
714712,Asia Pacific,,1970,2923,True,25
714827,,,1980,,False,
715307,,,1965,,False,
716572,,,1980,,False,
717402,Asia Pacific,,1980,2163,True,19
717907,,,1980,2153,True,19
717912,,,1975,2153,False,19
718327,,,1985,,False,
718607,The Americas,Other,1975,2103,True,19
719232,,,1965,,False,
719312,North America,,1965,803,True,7
719882,,,1970,,False,
720017,,,1960,2653,False,25
720162,Australia,,1980,2768,True,25
720202,Australia,,1945,2298,False,46
720302,,,1980,,False,
720822,New Zealand,,1970,2533,True,25
722802,Asia Pacific,,1965,3098,True,31
722852,,,1975,,False,
723132,,,1975,2628,False,25
723197,,,1980,3098,False,31
723252,,,1985,2603,False,25
724202,,,1980,2578,False,25
724502,,,1960,,False,
725172,,,1970,,False,
726557,,,1980,1258,True,34
726582,,,1980,1258,False,34
726602,,,1970,2523,False,25
726807,,,1965,2538,False,25
726872,,,1950,653,False,7
727002,,,1970,3048,False,31
727732,,,1960,2603,False,25
728002,,,1975,2653,False,25
729002,Asia Pacific,,1975,2053,True,19
729307,,,1975,,False,
730052,,,1965,,False,
730082,,,1975,3198,False,31
730092,,,1975,2653,False,25
730127,Australia,,1980,2678,False,25
730217,,,1970,,False,
730227,,,1975,,False,
730232,,,1970,2853,False,25
730412,Western Europe,,1975,2628,False,25
730822,Asia Pacific,,1970,3508,True,4
730882,,,1970,2763,False,25
731667,,,1975,3508,False,4
732262,,,1975,2153,False,19
732332,,,1975,1428,False,34
733102,Australia,,1965,3098,True,31
733502,,,1975,1578,True,13
733647,,,1985,,False,
733922,,,1965,3073,False,31
734192,,,1985,1258,False,34
734322,,,1965,2603,False,25
734762,,,1975,,False,
735097,Asia Pacific,,1970,2178,True,19
735257,Australia,,1960,,True,
735967,Western Europe,,1965,2713,True,25
736497,,,1975,2538,False,25
736707,,,1975,,False,
737247,,,1975,2763,False,25
738222,,,1975,2523,True,25
739412,,,1970,,False,
741312,Australia,,1950,2813,True,25
741512,,,1975,,False,
741582,Great Britain,,1975,2763,True,25
741847,Australia,,1975,2653,False,25
742402,,,1975,3268,False,31
744352,The Americas,Other,1975,2103,False,19
744457,,,1980,,False,
744787,,,1975,828,False,7
744982,Western Europe,,1980,1578,True,13
745187,,,1960,,False,
746152,Australia,,1950,3098,True,31
747267,,,1965,2773,False,25
748317,,,1970,,False,
748607,,,1975,2813,False,25
748657,Western Europe,,1970,3198,True,31
748777,,,1975,2713,False,25
749057,,,1970,,False,
749572,Australia,,1975,2178,True,19
750412,,,1985,,False,
750777,,,1975,2973,False,25
752162,Australia,,1960,2298,True,46
753897,Australia,,1965,3508,True,4
754057,,,1980,4108,False,187
754067,,,1975,1098,False,1
754097,,,1980,,False,
754347,,,1965,2523,False,25
754697,,,1975,,False,
755517,Western Europe,Other,1975,2538,True,25
755897,,,1970,,False,
758317,,,1975,,False,
761812,,,1980,2768,False,25
763997,Middle East and Africa,,1970,3508,True,4
764597,,,1965,,True,
765297,,,1980,,False,
765697,,,1980,3273,True,31
766222,Australia,,1955,978,True,25
767547,,,1975,,False,
770507,,,1945,2813,False,25
771797,Great Britain,,1980,2653,True,25
772017,,,1980,2563,True,25
772127,Western Europe,,1975,3098,False,31
772197,,,1975,,False,
772497,North America,English,1970,4363,False,187
774407,,,1960,528,True,7
774572,,,1970,548,True,7
775402,Western Europe,,1975,653,True,7
775597,Australia,,1975,,True,
776122,,,1975,2163,False,19
777602,,,1955,1798,False,118
778202,,,1985,,False,
778532,,,1945,,False,
778842,Asia Pacific,,1975,,True,
779002,,,1970,,False,
779197,Western Europe,,1955,,True,
779697,Great Britain,,1965,2878,True,25
780002,,,1970,2768,False,25
780507,Asia Pacific,,1975,3048,True,31
781517,,,1960,1623,False,13
782002,Western Europe,Other,1965,,True,
782987,,,1960,2298,False,46
783297,,,1975,2538,False,25
783507,,,1950,,False,
786207,,,1975,2728,False,25
786382,Australia,,1980,,False,
786512,,,1950,2103,False,19
786607,Australia,,1955,,True,
787857,,,1980,,False,
789507,,,1955,1578,True,13
789907,,,1950,,False,
790507,Australia,,1970,2923,False,25
791107,Western Europe,,1965,,True,
791507,Australia,,1980,2768,True,25
793007,,,1970,2738,False,25
793522,,,1960,2653,False,25
796792,,,1955,,False,
798752,,,1985,3248,False,31
799007,,,1950,498,False,7
801752,,,1965,2653,False,25
802167,,,1975,2603,False,25
802857,Eastern Europe,,1965,3198,False,31
803052,,,1970,2653,False,25
803057,,,1970,2653,False,25
804952,Australia,,1960,2533,True,25
805252,,,1975,4323,False,25
805262,,,1965,2778,False,25
805682,,,1970,2498,False,25
806407,,,1965,,False,
807667,,,1965,2523,False,25
808267,Australia,,1975,2178,False,19
808557,,,1980,3198,True,31
809562,,,1975,,False,
809657,,,1975,2728,True,25
809672,Great Britain,,1965,3268,True,31
809862,,,1975,2773,False,25
810057,,,1965,1428,False,34
810157,Australia,,1980,1258,False,34
811982,,,1960,,False,
812817,,,1970,2763,False,25
813567,,,1970,2533,True,25
817367,,,1980,3943,True,31
820082,,,1960,1038,False,1
821067,,,1945,,False,
827967,,,1975,593,False,7
828772,,,1950,,False,
831467,,,1960,,False,
836667,,,1975,2568,False,25
846267,,,,4388,False,40
846567,,,1950,,False,
852267,Asia Pacific,,1955,2523,True,25
852692,Australia,,1975,,True,
860357,Great Britain,,1970,1258,True,34
862167,,,1970,653,False,7
862277,,,1945,,False,
862297,North America,,1960,3773,False,10
863567,,,1945,3703,False,10
863682,,,1960,,False,
865067,Australia,,1975,2813,True,25
865267,,,1970,2253,False,19
866967,Asia Pacific,,1975,2163,False,19
867367,Australia,,1980,2163,True,19
867827,Australia,,1960,2813,True,25
868647,,,1965,,False,
868722,Australia,,1965,,True,
869167,Australia,,1985,2763,False,25
869497,Asia Pacific,,1975,2628,True,25
869977,,,1980,2153,False,19
870077,Australia,,1980,3508,True,4
870747,,,1980,,False,
870822,Australia,,1955,3048,True,31
871907,,,1975,2538,False,25
872417,,,1955,,False,
872667,,,1965,,False,
873537,,,1955,,False,
873877,,,1970,653,True,7
874047,,,1980,2778,False,25
874207,Great Britain,,1950,998,True,1
874432,,,1955,3748,False,
874437,Great Britain,,1960,2878,True,25
874467,,,1945,3198,False,31
874497,Western Europe,,1975,803,False,7
874882,Asia Pacific,,1970,2878,False,25
875187,Asia Pacific,,1975,2163,False,19
875782,,,1975,2878,False,25
876222,Asia Pacific,,1955,3508,True,4
876787,,,1970,,False,
877377,,,1975,3198,False,31
877532,,,1975,2163,False,19
877652,,,1980,,False,
877722,,,1975,,False,
878457,,,1960,,False,
878652,,,1975,2298,False,46
879907,,,1970,,False,
880477,,,1950,2983,False,187
880687,Western Europe,,1975,1428,True,34
881807,Asia Pacific,,1980,2768,True,25
882167,,,1965,2538,True,25
882242,,,1980,2628,True,25
882472,Eastern Europe,,1970,1098,True,1
882497,North America,,1975,2563,False,25
882662,Asia Pacific,,1975,3048,True,31
882767,Australia,,1975,2773,True,25
884272,,,1965,803,False,7
884287,,,1930,,False,
884547,Western Europe,,1970,2603,False,25
884582,,,1975,2713,False,25
884597,,,1975,2738,False,25
884667,,,1980,2653,False,25
885372,,,1975,2768,True,25
885632,Australia,,1960,3198,False,31
885652,Great Britain,,1965,603,True,7
885657,Australia,,1975,2523,False,25
886567,,,1970,,False,
886577,,,1970,,False,
887022,,,1955,,False,
887177,,,1975,2763,False,25
887317,,,1970,1033,True,1
887552,New Zealand,,1960,2298,True,46
887717,,,1960,2653,False,25
887872,,,1975,148,False,64
888547,,,1945,,False,
888622,,,1980,,False,
888697,Great Britain,,1975,2678,True,25
888932,Australia,,1980,2628,True,25
889127,,,1970,3258,True,31
889197,Great Britain,,1975,2713,True,25
889232,,,1975,2668,False,25
889357,,,1940,,False,
889947,Western Europe,,1965,803,True,7
890212,,,1945,,False,
890227,,,1980,2763,False,25
890232,,,1960,,False,
891702,,,1970,,False,
892917,,,1955,,False,
892942,,,1970,4388,False,40
893852,Asia Pacific,,1970,2813,True,25
895287,,,1965,2533,False,25
895572,Western Europe,,1975,,True,
895677,Australia,,1955,2548,True,25
896177,,,1970,4388,False,40
896367,,,1975,2578,False,25
896767,Eastern Europe,,1975,,True,
897272,Australia,,1980,2558,True,25
899982,,,1965,2523,False,25
902867,,,1950,2563,False,25
903487,,,1965,1033,False,1
903612,,,1955,,False,
904237,Western Europe,,1980,2553,True,25
904322,,,1975,,False,
905277,,,1975,2163,False,19
905317,,,1960,528,False,7
905332,,,1965,,False,
906517,Australia,,1970,3028,False,31
906612,Asia Pacific,,1975,2603,True,25
906962,,,1975,,False,
907227,,,1970,2533,False,25
907352,Australia,,1955,2853,True,25
908767,,,1980,,False,
908882,Australia,,1975,2538,False,25
909427,The Americas,,1980,3258,False,31
909457,Asia Pacific,,1980,2153,True,19
909497,,,1970,,False,
910377,North America,,1980,1038,False,1
910772,Australia,,1970,2603,True,25
911017,,,1980,3268,False,31
911422,Australia,,1960,2893,True,25
911522,,,1960,,False,
911632,,,1965,4388,False,40
915007,,,1955,2828,False,25
915117,,,1965,2768,False,25
915122,,,1980,2538,False,25
916022,Australia,,1975,2298,True,46
916732,,,1970,3713,False,10
917012,Australia,,1975,2678,True,25
917022,,,1970,,False,
918527,,,1960,,False,
918577,,,1960,3198,False,31
918922,Australia,,1975,2923,True,25
920707,,,1980,,False,
922527,,,1970,,False,
923187,Australia,,1980,2678,True,25
924722,North America,,1965,3098,True,31
924737,Great Britain,,1980,2923,True,25
925237,Australia,,1965,,True,
926102,,,1980,2163,True,19
926112,Western Europe,Other,1975,3268,False,31
926642,Australia,,1975,3508,True,4
926807,Great Britain,,1980,2628,True,25
928167,,,1975,2538,False,25
929972,Australia,,1980,2603,True,25
929987,Australia,,1980,2628,True,25
930017,Australia,,1980,,True,
931262,,,1965,,False,
932342,,,1980,,False,
932617,Australia,,1980,3028,True,31
933712,Great Britain,,1965,2533,True,25
933782,Australia,,1980,2523,True,25
935152,New Zealand,,1970,,True,
935157,North America,,1975,2558,True,25
935162,Australia,,1965,,True,
936352,,,1980,2628,True,25
936477,,,1970,3268,True,31
936677,,,1960,2568,False,25
936732,Western Europe,,1980,2678,True,25
937957,Australia,,1975,2523,True,25
938657,,,1980,2163,False,19
938787,Asia Pacific,,1970,2603,True,25
938937,Asia Pacific,,1970,2813,True,25
938947,,,1975,,False,
939352,,,1985,2678,False,25
939842,,,1980,2768,False,25
939847,,,1980,,False,
939897,North America,,1960,1578,True,13
939927,,,1970,,False,
939957,,,1975,,False,
939962,Australia,,1980,2523,True,25
939972,Australia,,1965,2523,True,25
939977,,,1980,2523,False,25
940427,Eastern Europe,,1975,1258,False,34
940752,,,1975,,False,
941027,Australia,,1960,1033,True,1
941662,Asia Pacific,,1975,2178,True,19
942582,,,1970,,False,
943187,Australia,,1975,2178,False,19
944432,,,1970,,False,
945297,Australia,,1970,2778,True,25
945322,,,1980,,False,
945737,Asia Pacific,,1965,2178,True,19
946327,Great Britain,,1975,3268,True,31
946822,,,1975,2738,False,25
947177,Australia,,1975,2523,True,25
947522,Australia,,1970,,True,
948642,,,1975,2653,False,25
949857,,,1945,,False,7
949947,Australia,,1980,2558,False,25
950172,,,1975,,False,
951382,Australia,,1970,998,True,1
951387,,,1980,,False,
952307,Asia Pacific,,1965,2923,True,25
952387,,,1980,,False,
952677,Asia Pacific,,1975,,True,
953102,,,1975,2653,False,25
953157,,,1970,3048,False,31
953267,Eastern Europe,,1980,3048,True,31
955762,,,1960,,False,
956167,,,1960,,False,
958232,Australia,,1980,2923,False,25
959322,,,1980,,False,
961012,,,1965,,False,
961562,Australia,,1975,828,True,7
961672,Australia,,1975,,True,
962812,Australia,,1975,2523,True,25
963382,,,1960,2653,False,25
964402,,,1965,2813,False,25
964507,,,1960,2553,False,25
964887,,,1975,2853,False,25
964907,,,1970,,False,
964927,,,1980,2538,True,25
965097,,,1965,2523,False,25
965597,,,1960,,False,
966197,,,1980,2538,False,25
966272,Western Europe,,1975,2603,True,25
966987,,,1975,2558,False,25
968397,,,1945,,False,
969282,North America,,1975,,True,
969652,Australia,,1965,3198,True,31
970852,Asia Pacific,,1980,2893,True,25
971367,,,1970,2763,False,25
972587,Australia,,1965,2518,True,25
972887,Asia Pacific,,1965,,True,
973292,,,1950,4418,False,25
974507,Asia Pacific,,1970,3123,True,31
974617,Australia,,1955,2813,True,25
974687,,,1975,2603,True,25
974802,,,1980,2538,True,25
975057,Eastern Europe,,1970,2568,True,25
975127,Eastern Europe,,1960,2668,True,25
975357,,,1970,,False,
975592,,,1970,,False,
975932,,,1970,2563,False,25
975942,,,1965,1038,True,1
976532,Australia,,1980,3198,True,31
976792,,,1970,2523,False,25
978292,,,1975,2538,False,25
979017,Asia Pacific,,1960,3048,False,31
979487,Western Europe,,1980,2163,False,19
979492,,,1975,2538,True,25
979832,,,1980,2653,False,25
980782,Australia,,1975,2498,True,25
980882,,,1975,653,False,7
982227,,,1980,,False,
982407,,,1980,2603,True,25
982527,,,1975,2538,False,25
984172,,,1980,2973,True,25
984297,Eastern Europe,,1975,,True,
984847,,,1945,2498,False,25
985937,,,1980,,False,
986387,North America,,1965,978,True,25
987177,,,1980,,False,
988037,Western Europe,,1975,,True,
988842,,,1975,2543,True,25
989547,,,1985,3268,False,31
991332,Asia Pacific,,1980,2713,True,25
994522,Western Europe,,1975,2763,True,25
995842,Australia,,1960,1528,True,13
996502,,,1960,,False,
996927,,,1985,,False,
1000537,Australia,,1975,2603,False,25
1004967,,,1975,2853,False,25
1010967,,,1955,2298,True,46
1012447,Australia,,1980,,True,
1014667,,,1955,,False,
1014887,,,1980,2653,False,25
1015467,,,1980,3123,True,31
1017577,Middle East and Africa,,1975,2153,True,19
1020337,,,1975,2628,True,25
1021492,,,1975,,False,
1021497,Australia,,1975,2923,False,25
1034167,,,1980,653,False,7
1048967,,,1960,,False,
1055367,,,1965,2768,True,25
1056867,,,1980,2563,True,25
1081067,,,1970,2653,False,25
1088247,Australia,,1960,,True,
1090867,,,1980,2853,False,25
1091272,,,1975,2828,False,25
1091367,,,1980,2498,False,25
1092302,,,1980,,False,
1102067,,,1970,,False,
1104172,,,1980,,False,
1106562,,,1960,3268,False,31
1116672,Western Europe,,1965,,True,
1121672,Australia,,1955,1038,True,1
1123067,,,1980,3048,True,31
1124482,,,1975,3198,False,31
1125367,,,1980,,False,
1125477,,,1960,4153,False,64
1136582,,,1975,2498,False,25
1142167,Great Britain,,1960,1258,False,34
1145967,Australia,,1965,2628,True,25
1160867,,,1970,,False,
1162272,,,1975,2653,False,25
1166667,,,1975,2538,False,25
1168067,Australia,,1965,2628,True,25
1169867,,,1980,,True,
1176867,,,1975,2053,True,19
1177867,,,1950,,False,
1178292,Australia,,1980,3198,True,31
1178772,Australia,,1965,1258,True,34
1183177,Great Britain,,1950,2298,True,46
1184687,,,1975,2788,False,25
1203687,,,1975,2498,False,25
1203767,,,1970,2538,False,25
1206867,,,1955,,False,
1208567,,,1950,,False,
1212282,,,1975,3268,False,31
1214882,North America,,1975,,True,
1231967,,,1970,2628,False,25
1241067,,,1975,2738,False,25
1252262,,,1980,,False,
1281367,,,1975,2788,False,25
1287667,,,1980,2653,False,25
1339007,,,1980,2538,False,25
1342547,,,1975,2763,False,25
1345097,,,1960,2768,False,25
1353992,,,1950,,False,
1368692,,,1900,2853,False,25
1370792,,,1980,,True,
1372392,,,1970,2923,True,25
1387892,,,1955,,False,
1392192,,,1965,,False,
1417182,,,1980,,False,
1419297,,,1980,,False,
1420402,,,1975,,False,
1426367,,,1945,,False,
1438902,,,1975,,False,
1474097,,,1975,2628,False,25
1649397,,,1960,2298,False,46
1704512,,,1960,2893,True,25
1709127,,,1975,3708,True,10
